id,text
"GUI.69","Positive end expiratory pressure (PEEP) measured (in FUN.45 cmH2O) for the most recent breath."
"GUI.70","Tidal volume (Vtidal) measured for the most recent breath FUN.46 (in mL)."
"GUI.71","Minute volume (VE) measured (in lpm) by the ventilator. FUN.47"
"GUI.72","Fraction of inspired oxygen (FiO2). FUN.48 Indication in waveform"
"GUI.73","Instantaneous airway pressure (PAW), measured in FUN.49 cmH2O."
"GUI.74","Instantaneous flow (VE), measured in lpm. FUN.50"
"GUI.75","Instantaneous tidal volume (Vtidal), measured in mL. FUN.51 Parameters shown to the user if in PCV mode"
"GUI.76","Ratio of Inspiratory time to Expiratory time (I:E) set by FUN.52 the user"
"GUI.77","Maximum Inspiratory pressure (Max Pinsp PCV ) FUN.53 31 3 GUI Requirements Parameters shown to the user if in PSV mode"
"GUI.78","Maximum Inspiratory pressure (Max Pinsp PSV ) FUN.53 Parameters shown in RM mode"
"GUI.79","Remaining time for RM FUN.58 Indication of the machine status"
"GUI.80","Level of battery, i.e., the percentage of battery remaining. FUN.54"
"GUI.81","Power source: if the ventilator is receiving power from FUN.55 the main supply, or if it is running on backup battery power."
"GUI.82","Value of the temperature inside the ventilator unit is re- FUN.56 ported in ◦C."
"GUI.83","Current status of the ventilator (running/stopped, FUN.57 PCV/PSV). 3.7 Settings Mode ID Requirement / Rationale Input Ref."
"GUI.84","The GUI shall display the current value of the parameters Rationale: the user can see current value of ventilator pa- rameters"
"GUI.85","The user shall be able to load parameters default value. Rationale: the user must always be able to load parame- ters default value."
"GUI.86","The GUI shall store the last setting values in a file to be read in case the ventilation is resumed (see resume operation in Start Mode). Rationale: In case of “Resume ventilation” the user wants to start ventilation with previous parameters. The following parameters take values indicated in Section 2.3. ID Requirement / Rationale Input Ref."
"GUI.87","The GUI shall provide a menu page to insert and send SAV.50 the settings to the Controller."
"GUI.87.1","Before sending the settings to the Controller, the GUI SAV.50 shall ask for confirmation to the user. After the con- firmation the GUI shall transmit the parameters to the Controller and check that the controller accepts the val- ues. The GUI shall read back the parameters from the Controller and check that they are equal to the values set by the user. Rationale: Asking confirmation to the user before sending the values will mitigate the risks of setting wrong values due to human errors. Checking the values with the get commands will confirm that the controller has the param- eters set required by the user."
"GUI.88","The GUI shall send the settings to the Controller using SAV.50 an ENTER / CONFIRM paradigm. 32 3.8 Frozen Mode Common Control Settings"
"GUI.89","Desired FiO2 PER.2 Control Settings in PCV"
"GUI.90","Respiratory Rate (RRPCV ) PER.4"
"GUI.91","I:E Ratio (I:EPCV ) PER.5"
"GUI.92","Target inspiratory pressure (Pinsp PCV ) PER.6"
"GUI.93","Inhale trigger sensitivity (ITSPCV ) PER.7 Control Settings in PSV"
"GUI.94","Target inspiratory pressure (Pinsp PSV ) PER.8"
"GUI.95","Inhale trigger sensitivity (ITSPSV ) PER.9"
"GUI.96","Expiratory trigger sensitivity (ETS) PER.10"
"GUI.97","Apnea lag PER.11 Apnea backup settings"
"GUI.98","Respiratory Rate (RRAP ) PER.12"
"GUI.99","I:E Ratio (I:EAP ) PER.13 Rationale: The value of the I:E Ratio when recovering from apnea lag is fixed."
"GUI.100","Target inspiratory pressure (Pinsp AP ) PER.14 Control Settings in RM"
"GUI.101","Pressure for the Recruitment Maneuver (PRM) PER.3.1"
"GUI.102","Timer RM (Time for Recruitment Maneuver). PER.3.2 3.8 Frozen Mode ID Requirement / Rationale Input Ref."
"GUI.103","Frozen waveforms shall be shifted and re-scaled along both the vertical and the horizontal axes."
"GUI.104","The user shall be able to quit the frozen mode."
"GUI.105","The ventilation shall continue uninterrupted when Frozen Mode is enabled. 3.9 Alarm settings Mode ID Requirement / Rationale Input Ref."
"GUI.106","During Alarm setting mode, the user shall be able to PER.15"
"GUI.107","The user shall be able to select the parameters they want to display in Show RealTime Data Mode and their order. 33 3 GUI Requirements Figure 3.2: Draft of GUI 34 4 Controller Requirements powerOff error powerOff error FailSafe error startPCV PCV error stopVentilation apneaLag powerOn Start-up start-up ended SelfTest selftestPassed VentilationOff or resume ventilation moveToPSV stopVentilation powerOff powerOff powerOff startPSV PSV powerOff Figure 4.1: Controller state machine ID Requirement / Rationale Input Ref."
"CONT.1","The controller shall implement the following modes (see FUN.4 Figure 4.1):"
"CONT.1.1","Start-up Mode: In start-up mode the controller initial- FUN.5 izes itself with default configuration parameters (if any), checks the system memory and the communication of the controller with the sensors and valves, as well as between the controller and the GUI. Start-up mode is completed once the required activities have been completed."
"CONT.1.2","Self-Test Mode: in the Self Test mode the controller al- FUN.6 lows the GUI to do all the operations necessary to perform the self-test."
"CONT.1.3","VentilationOff: In ventilation off, the machine does not ventilate, the in valve is closed and the out valve is opened."
"CONT.1.4","Pressure Controlled Ventilation Mode: Pressure Con- FUN.19 trolled Ventilation mode is used when patients have no spontaneous respiration."
"CONT.1.5","Pressure Support Ventilation Mode: Pressure Support FUN.24 Ventilation mode is used when the patients are able to initiate every breath and the machine supports them."
"CONT.1.6","Fail-safe: the controller forces input and output valves to their de-energized states (in valve close and out valve open) Start-up Mode: In start-up mode the controller initializes itself with default configuration parameters."
"CONT.2","The transition to Start-up Mode shall be allowed by push- FUN.5 ing the power button located on the back side of the ven- tilator unit to turn it on. 35 4 Controller Requirements"
"CONT.3","The transition from Start-up Mode to Self test Mode shall FUN.5 occur once the configurations have been loaded and the internal checking is terminated. Rationale: At this point, the monitoring module is able to carry out the assigned functionality. SelfTest Mode: In the Self Test mode, the controller allows the GUI to do all the operations necessary to perform the self-test."
"CONT.4","The transition from Self-Test Mode to VentilationOff FUN.6 Mode shall occur:"
"CONT.4.1","When the self-test procedure has successfully been com- FUN.6 pleted"
"CONT.4.2","When the GUI asks for resuming ventilation FUN.6 Ventilation Off : In ventilation off, the machine does not ventilate, the in valve is closed and the out valve is opened."
"CONT.5","The transition from VentilationOff to PSV shall occur if the change mode command is received from the GUI. Rationale: the ventilation starts in PCV mode when the user selects the start command from the GUI."
"CONT.6","The transition from VentilationOff to PCV mode shall occur if the change mode command is received from the GUI. Rationale: the ventilation starts in PSV mode when the user selects the start command from the GUI. PCV Mode: In PCV mode patients have no spontaneous respiration."
"CONT.7","The transition from PCV to PSV shall occur if ventilation FUN.23 is on, the transition from PCV to PSV shall occur at the end of a PCV inspiratory time if the change mode command has been received from the GUI. Rationale: the doctor decides when the patient has some ability to breathe spontaneously."
"CONT.8","The transition from PCV to VentilationOff shall occur if the user stops the ventilation in PCV mode. Rationale: the ventilation stops when the user selects the stop command from the GUI. PSV Mode: In PSV mode patients are able to initiate every breath, and the machine supports them."
"CONT.9","The transition from PSV to PCV shall occur if the patient FUN.27 does not trigger a breath within the time of the apnea trigger window. The switch shall occur with respiratory rate, target inspiratory pressure and I:E defined for the apnea backup mode. Rationale: the patient is not able to breathe"
"CONT.10","The transition from PSV to VentilationOff shall occur if the user stops the ventilation in PSV mode. Rationale: the ventilation stops when the user selects the stop command from the GUI. Fail-safe Mode: In fail-safe mode, the controller sets the valves to protect the patient."
"CONT.11","Final State shall be reached by pushing the power button located on the back side of the ventilator unit to turn it off. Rationale: the ventilator is turned off when the user pushes the power button on the ventilator unit."
"CONT.11.1","During Final state, all parameters (if any) are to be safely stored before the final state is complete and the unit is de-energized. 4.1 Start-up Mode ID Requirement / Rationale Input Ref."
"CONT.12","A set of default values for all parameters shall be provided FUN.5 and loaded from a configuration file on the machine when it is turned on. The parameters are listed in Section 3.1.1."
"CONT.13","The controller shall check the communication of the con- FUN.5.1 troller with the sensors and valves."
"CONT.14","The controller shall check the communication of the con- FUN.5.1 troller with GUI."
"CONT.15","If the pressure sensor fails to connect or reports an error condition after a fixed number of retries (maximum 5), the controller shall transition to the fail-safe mode."
"CONT.16","If the external ADC fails to initialize or reports an error condition after a fixed number of retries (maximum 5), the controller shall transition to the fail-safe mode. 4.2 SelfTest Mode ID Requirement / Rationale Input Ref."
"CONT.17","During the self test mode the controller shall allow the FUN.6"
"CONT.18","During the self test mode the controller shall perform the FUN.6"
"CONT.19","If the SelfTest fails, the controller shall not be able to FUN.6 proceed to ventilation. 4.3 PCV Mode ID Requirement / Rationale Input Ref. 37 4 Controller Requirements"
"CONT.20","In PCV mode the breathing cycle shall be defined by in- FUN.19 spiratory pressure Pinsp PCV relative to atmosphere, res- piratory rate (RRPCV ) and the ratio between the inspi- ratory and expiratory times (I:EPCV ). Rationale: this is the most appropriate procedure for COVID-19 patients as it allows the immediate reopening of the alveoli and is strongly recommended by the doc- tors and nurses in the COVID-19 wards, rather than the constant flow procedure. These characteristics of the ven- tilator pressure transient during the inspiratory cycle are crucial to avoid barotrauma and to minimise long term fa- tigue of muscles and alveoli induced by forced mechanical ventilation."
"CONT.21","The breath cycle shall start with the inspiration phase. FUN.19"
"CONT.22","The cycle starts with the inspiration phase that lasts FUN.20 an Inspiratory time I = 60 x I:EPCV /(RRPCV x (1 + I:EPCV )) seconds. After that the expiration phase be- gins."
"CONT.23","At the end of an inspiration phase, if the Inspiratory FUN.29 Pause is set by the GUI, an Inspiratory Pause shall start"
"CONT.41",").).In PCV and PSV modes there shall be the possibility to FUN.29 initiate an Inspiratory Pause if it is set by the GUI. Rationale: The Inspiratory Pause will initiate a forced hold at the end of inspiration, allowing for the measure- ment of the Plateau Pressure (PP), the pressure reached inside the alveoli at the end of the inspiratory cycle. PP may be lower than the Set Inspiratory Pressure (SIP) pro- vided by the ventilator. The difference between PP and the PEEP is called Driving Pressure, DP (DP = PP - PEEP)."
"CONT.24","At the end of an inspiration phase, if inspiratory pause FUN.22 +"
"CONT.43",").).In PCV and PSV mode, at the end of an inspiration FUN.22 and if inspiratory pause is not required, it shall be possi- ble to initiate a lung recruitment procedure, termed Re- cruitment Maneuver (RM), if it is required by the GUI. Not available in North America. Rationale: The RM is an emergency procedure required immediately after the end of the intubation. RM consists in the prolonged lung inflation at increased inspiratory set pressure, as necessary to reactivate the alveoli imme- diately after intubation. 41 4 Controller Requirements"
"CONT.25","When in the expiration phase, a new inspiration shall be FUN.21 initiated either after a breathing cycle is over, or when a spontaneous breath is detected. The maximum duration of the expiration phase (i.e., the Expiratory time) yields E = 60 / (RRPCV x (1 + I:EPCV )) Rationale: While the main mode of PCV is mandatory breathing control with constant rate, clinical advice is that the patient also needs to be able to trigger a breath spontaneously."
"CONT.27","If the controller is in the expiration phase, and it does FUN.28 not detect a spontaneous breath (i.e., the condition drop(PAW) > ITSPCV is false), within the expiration time, if the Expiratory Pause start is set by the GUI,"
"CONT.42","). 38 4.4 PSV Mode).In PCV and PSV modes there shall be the possibility to FUN.28 initiate an Expiratory Pause if it is set by the GUI. Rationale: The Expiratory Pause will initiate a forced hold at the end of expiration, allowing the measurement of the AutoPEEP level for the patient, providing informa- tion on the level of obstruction in the exhalation channel. AutoPEEP may be zero for most patients or significantly different from zero for patients that have obstructions in the exhalation channel, as possibly generated by secre- tions. In this case, the small flow during exhalation may result in an incomplete drain of the alveoli during the expiration phase."
"CONT.28","The target inspiratory pressure level shall be controlled FUN.20 by the Inspiratory Pressure parameter (Pinsp PCV ) and it is kept constant. 4.4 PSV Mode ID Requirement / Rationale Input Ref."
"CONT.29","The Pressure Support Ventilation (PSV) mode shall sup- FUN.24 port the breathing of the patient with positive pressure up to a peak value of Pinsp PSV while the patient triggers ev- ery breath and maintains control of the respiratory rate. Rationale: PSV is not suitable for patients unable to ini- tiate breaths on their own."
"CONT.30","The breath cycle shall start with the inspiration phase. FUN.24"
"CONT.31","The target inspiratory pressure level shall be controlled FUN.24 by the Inspiratory Pressure parameter (Pinsp PSV )."
"CONT.32","The inspiration phase lasts until the inspiration peak is FUN.40 reached but no later than the max insp time psv is over. After that the expiration phase begins. Rationale: In PSV mode, the ventilator supports the pa- tient who is supposed to breathe spontaneously. In case a spontaneous expiration is not triggered, the ventila- tor forces the expiration phase after a suitable timeout (around 7 sec) to wait for a spontaneous breath."
"CONT.34","At the end of an inspiration phase, if the Inspiratory FUN.29 Pause is set by the GUI, an Inspiratory Pause shall start"
"CONT.35","At the end of an inspiration phase if no inspiration pause PER.3 is required and the Recruitment Maneuver (RM) is set by the GUI, a Recruitment Maneuver shall start (see"
"CONT.36","If the patient is in expiration phase:"
"CONT.36.1","A new inspiration shall be initiated by a sudden drop FUN.25 in pressure above the inhale trigger sensitivity (ITSPSV ), which shall be set by the user (i.e., it yields the condition drop(PAW) > ITSPSV )). Rationale: In a pressure-regulated ventilator, the speed of pressure drop initiated by the patient is the easiest way to detect the spontaneous breathing attempt as per ventilator experts. 39 4 Controller Requirements"
"CONT.36.2","If the controller is in expiration phase and a spontaneous FUN.28 breath is not detected (i.e., the condition drop(PAW) > ITSPSV ) is false), within the interval [min exp time psv : apnea lag ], if the Expiratory Pause is set by the GUI,"
"CONT.36.3","min exp time psv shall be the half of the last inspiration time. min exp time psv shall be in the interval [0.4 : 2] sec. Rationale: The min exp time psv prevents moving immediately to inspiration allowing the patient to expirate."
"CONT.37","If the patient does not trigger a breath within the time of FUN.27 the apnea trigger window (apnea lag) the ventilator shall switch to PCV mode (apnea backup ventilation) with res- piratory rate RRAP , inspiratory pressure Pinsp AP , and the ratio between inspiratory time and Expiratory time I:EAP . Rationale: Need to ensure patients continue to receive breaths. The operator needs to set the apnea backup PCV setting before starting the ventilation in PSV mode, otherwise the ventilator will not start operating. 4.5 Requirements Common to all Modes ID Requirement / Rationale Input Ref."
"CONT.38","When the ventilator is in Start-up or VentilationOff mode, the in valve pressure shall be set to close and the out valve shall be open. Rationale: if the machine is not ventilating the valves are in a secure configuration state, in valve is closed and out valve is opened."
"CONT.39","When the ventilator is in an Inspiration state, the out valve shall be closed and the in valve pressure shall be set to target inspiratory pressure (Pinsp of the corresponding mode)."
"CONT.39.1","Pinsp PCV if current mode is PCV. FUN.20"
"CONT.39.2","Pinsp PSV if current mode is PSV. FUN.24"
"CONT.39.3","Pinsp AP if current model is PCV from apnea backup. FUN.27.2"
"CONT.40","When the ventilator is in an expiration state the in valve shall be closed (pressure 0) and the out valve shall be open. Rationale: The ventilator opens the out valve to allow the patient to expirate, while the in valve is closed to avoid air in. 40 4.5 Requirements Common to all Modes"
"CONT.41.1","When the Inspiratory Pause is set by the GUI, the venti- FUN.29 lator shall wait for the end of the next inspiration phase, and if the Inspiratory Pause still required, both the inspi- ratory and expiratory valves will close until the inspira- tory pause is stopped by the GUI."
"CONT.41.2","When inspiratory pause timeout (max ins pause) is over, the cycle shall proceed immediately to expiration. Rationale: The timeout prevents stopping the patient breath cycle in case of human error."
"CONT.42.1","When the Expiratory Pause is set by the GUI, the ventila- FUN.28 tor shall wait for the end of the next expiration phase, and if the Expiratory Pause is still required, both the inspira- tory and expiratory valves will close until the expiratory pause is stopped by the GUI."
"CONT.42.2","When expiratory pause timeout (max exp pause) is over, the cycle shall proceed immediately to inspiration. Rationale: the timeout prevents stopping the patient breath cycle in case of human error."
"CONT.43.1","The controller shall stop RM if it is required from the GUI. Rationale: The GUI stops the RM if required by the user."
"CONT.43.2","The Recruitment Maneuver, if not actively stopped by the GUI, has a timeout (max rm time). After the Re- cruitment Maneuver phase expiration phase begins. Rationale: It is not reasonable to keep the patient in this emergency state without letting him breathe."
"CONT.43.3","In RM the out valve shall be closed and the in valve shall FUN.22 be opened to allow lung inflation at PRM."
"CONT.44","If PAW exceeds Max Pinsp during inspiration, the cycle FUN.40 shall proceed immediately to expiration."
"CONT.45","Before monitoring a sudden drop in pressure above the inhale trigger sensitivity ITS, the controller shall wait for the trigger window (0.7 sec). 42 5 Alarms ID Requirement / Rationale Input Ref."
"AL.1","The user shall be able to set alarm thresholds when the FUN.39 ventilator is either ventilating or not."
"AL.1.1","If ventilator is ventilating, the alarm threshold used while FUN.39 user changes are the last saved."
"AL.2","The visual alarms shall follow the requirements listed in Section 5.2."
"AL.3","The system shall have clearly ranked (high/medium/low ISO 60601-1-8"
"AL.4","ALARM SYSTEMS Shall generate visual ALARM SIG- IEC 60601-1-8 NALS to indicate the presence of ALARM CONDI- 6.3.2.1 TIONS, their priority and each specific ALARM CON- DITION."
"AL.5","Additional requirements for 1 m (operator’s position) vi- ISO 80601- sual alarm signals and information signals High priority 2-12 alarm signals should be accompanied by information de- 208.6.3.2.2.2.101 scribing possible causes of the alarm condition and appro- priate actions to take in response. Operator action may be required to display this information."
"AL.6","If MULTIPLE ALARM CONDITIONS occur at the same IEC 60601-1-8 time, each individual ALARM CONDITION shall be vi- 6.3.2.2.2 sually indicated"
"AL.7","Visual information signals, if provided, shall be cor- IEC 60601-1-8 rectly perceived as different from HIGH PRIORITY or 6.3.2.2.2 MEDIUM PRIORITY visual alarm signals. Rationale: the user must be able to identify the priority of the alarms by using different colors for instance."
"AL.8","An alarm system shall be provided with at least one man- IEC 60601-1-8 ufacturer configured alarm preset. 6.5.2"
"AL.9","The system shall prevent the operator from saving IEC 60601-1-8 changes to the alarm preset 6.5.2"
"AL.10","If an operator-adjustable alarm limit is provided the IEC 60601-1-8 alarm limit shall be displayed when required by the op- 6.6.2.1 erator"
"AL.11","During adjustment of any alarm limit, the alarm system IEC 60601-1-8 shall continue to operate normally 6.6.2.3"
"AL.12","(Acknowledgment) The machine shall allow the oper- IEC 60601-1-8 ator to cease the alarm signal for which no associated 6.8 alarm condition currently exists (ALARM RESET). 43 5 Alarms 5.1 Alarm list All the alarms shall be displayed on the GUI (except those referred to GUI failure), and each alarm belongs to one of the three priority classes; each of these classes requires to display the alarm on the GUI. ID Requirement / Rationale Input Ref."
"AL.13","Power disconnection SAV.2.1 The system has successfully switched over to backup bat- tery. Alarm condition PowerType(t1) = power and Power- Type(t2) = battery where t1<t2 Priority MEDIUM Raised by Controller"
"AL.14","Battery Failure SAV.2"
"AL.14.1","Battery fail SAV.2 A battery failure when the system is powered from AC shall be detected and signalled. Alarm condition Battery failure Priority HIGH Raised by Controller"
"AL.14.2","When the ventilator is connected to the battery and 10 SAV.2.2 minutes of backup battery power remain. Alarm condition Remaining battery time < 10 min Priority HIGH Raised by Controller"
"AL.14.3","When the ventilator is connected to the battery and 5 SAV.2.3 minutes of backup battery power remain. Alarm condition Remaining battery time < 5 min Priority HIGH Raised by Controller"
"AL.15","Internal power voltages SAV.2"
"AL.15.1","System Internal power under-over voltage SAV.2 The system shall raise an alarm if the internal power volt- ages are out of safe ranges. Alarm condition SystemVoltage < 10.5 V or System- Voltage > 14.1 V Priority HIGH Raised by Controller 44 5.1 Alarm list"
"AL.15.2","Power supply under-over voltage SAV.2 The system shall raise an alarm if the power supply volt- ages are out of safe ranges. Alarm condition PowerSupply < 11 V or PowerSupply > 14.5 V Priority HIGH Raised by Controller"
"AL.15.3","Battery supply under-over voltage SAV.2 The system shall raise an alarm if the battery supply volt- ages are out of safe ranges. Alarm condition BatteryVoltage < 4.5 V or BatteryVoltage > 5.2 V Priority HIGH Raised by Controller"
"AL.15.4","GUI under-over voltage SAV.2 The system shall raise an alarm if the GUI power voltages are out of safe ranges. Alarm condition GUIVoltage < 4.7 V GUIVoltage > 5.5 V Priority HIGH Raised by Controller"
"AL.16","ADC failure FUN.33 The system shall raise an alarm if ADC devices do not respond after a fixed number of retries (maximum 5) or report an error. Alarm condition ADC is not responding Priority HIGH Raised by Controller"
"AL.16.1","Whenever the ADC alarm condition occurs, the controller shall drive input and output valves to their safe state, within no more than one respiratory cycle."
"AL.17","Leakage in gas circuit SAV.14 The system shall raise an alarm if there is significant leak- age in the gas circuit. Alarm condition Unintended leakage from the ventila- tor should not exceed: 200 ml/min at 50 cmH20 Priority MEDIUM Raised by Controller 45 5 Alarms"
"AL.18","Complete Obstruction in pneumatic circuit SAV.15 The system shall raise an obstruction in pneumatic circuit alarm when the alarm limit for obstruction is reached. Alarm condition Internal pressure exceeds 5bar and PAW is below 1.5bar in two consecu- tive observations Priority HIGH Raised by Controller"
"AL.18.1","The controller shall drive input and output valves to their safe state."
"AL.19","Partial Obstruction in pneumatic circuit SAV.15 The system shall raise an partial obstruction in pneumatic circuit alarm when alarm limit for partial obstruction is reached. Alarm condition Internal pressure exceeds double of PAW in two consecutive observations Priority HIGH Raised by Controller"
"AL.20","Obstruction in inhale branch - Inspiratory airway pres- SAV.3"
"AL.20.1","The alarm condition delay shall not exceed more than two respiratory cycles or 5 s, whichever is greater."
"AL.21","Obstruction in exhale branch - PEEP too high SAV.24 Obstruction in the exhale branch shall be raised if the PEEP is out of range. Alarm condition PEEP > Max PEEP Priority HIGH Raised by Controller"
"AL.21.1","The alarm condition delay shall not exceed more than two SAV.24.1 respiratory cycles or 5 s, whichever is greater."
"AL.21.2","Whenever the obstruction alarm condition occurs, the controller shall drive input and output valves to their safe state, within no more than one respiratory cycle. 46 5.1 Alarm list"
"AL.22","Obstruction in patient branch - Inspiratory flux too low SAV.15"
"AL.23","Oxygen level too high SAV.1 The system shall raise an alarm when the delivered oxy- gen concentration value (%) exceeds the set FiO2 + 3%, i.e., due to failing gas supply. Alarm condition OS > desired FiO2+ 3% Priority MEDIUM Raised by Controller"
"AL.24","Oxygen level too low SAV.1 The system shall raise an alarm when the delivered oxy- gen concentration value (%) is below the set FiO2 - 3%, i.e., due to failing gas supply. Alarm condition OS < desired FiO2- 3% Priority MEDIUM Raised by Controller"
"AL.25","Inspiratory flux too high SAV.17"
"AL.26","Inspiratory airway pressure too high SAV.4"
"AL.26.1","The high airway pressure alarm condition delay shall not SAV.4.1 exceed 200 ms."
"AL.26.2","Whenever the high-pressure alarm condition occurs, the SAV.4.2 controller shall raise the alarm, within no more than two respiratory cycles or 15 s."
"AL.26.3","The controller shall drive input and output valves to their SAV.4.2 safe state reducing the airway pressure to either: the at- mospheric pressure; or the set PEEP level. 47 5 Alarms"
"AL.27","Disconnection alarm condition - PEEP too low SAV.5"
"AL.28","Gas pressure input too low SAV.10 The system shall raise an alarm when the pressure at the entrance of the circuit is too low. Alarm condition When the input valve is open and the pressure out of the gas blender is too low: Pin GB < MIN Pin GB, MIN Pin GB =3800 cmH2O Priority MEDIUM Raised by Controller"
"AL.29","Gas pressure input too high SAV.11 The system shall raise an alarm when the pressure at the entrance of the circuit is too high. Alarm condition When the input valve is open and the pressure out of the gas blender is too high: Pin GB > MAX Pin GB, MAX Pin GB=5300 cmH2O Priority MEDIUM Raised by Controller"
"AL.30","Over Temperature alarm SAV.21 The system shall raise an alarm if the internal temper- ature of the system exceeds 75◦C. The controller shall transition to the fail-safe mode. Alarm condition BoardTemperature > 75◦C Priority HIGH Raised by Controller"
"AL.31","Expiratory Vtidal exp too low SAV.8 The system shall raise an alarm when the patient is hypo-ventilating, i.e., expiratory tidal volume is below the Vtidal exp min limit. Alarm condition Vtidal exp < Min Vtidal exp Priority MEDIUM Raised by Controller 48 5.1 Alarm list"
"AL.32","Expiratory Vtidal exp too high SAV.9 The system shall raise an alarm when the patient is hyper- ventilating, i.e. expiratory tidal volume exceeds Vtidal exp max limit. Alarm condition Vtidal exp > Max Vtidal exp Priority MEDIUM Raised by Controller"
"AL.33","Inspiratory Vtidal insp too low SAV.8 The system shall raise an alarm when the patient inspi- ratory tidal volume is below the Vtidal insp min limit. Alarm condition Vtidal insp < Min Vtidal insp Priority MEDIUM Raised by Controller"
"AL.34","Inspiratory Vtidal insp too high SAV.9 The system shall raise an alarm when the inspiratory tidal volume exceeds Vtidal insp max limit. Alarm condition Vtidal insp > Max Vtidal insp Priority MEDIUM Raised by Controller"
"AL.35","Respiratory rate too low SAV.6 The system shall raise an alarm when the measured res- piratory rate is below Min RR. Alarm condition RR < Min RR Priority HIGH Raised by Controller"
"AL.36","Respiratory rate too high SAV.7 The system shall raise an alarm when the measured res- piratory rate exceeds Max RR. Alarm condition RR > Max RR Priority HIGH Raised by Controller 49 5 Alarms"
"AL.37","Apnea alarm SAV.22 The system shall raise an alarm when the time since last inspiration greater than apnea lag. Alarm condition When the expiratory duration in PSV mode is greater than the apnea lag. Priority HIGH Raised by Controller"
"AL.38","GUI failure 201.13.2.104"
"AL.39","Unable to read sensor pressure 201.13.2.104"
"AL.40","Unable to read oxygen sensor 201.13.2.104"
"AL.41","Unable to read sensor flux 201.13.2.104"
"FUN.59","Unable to read gas flow to patient 201.13.2.104"
"AL.42","Fan tachometer FUN.32 The controller shall raise an alarm if fan tachometer input indicates fan is not rotating. Alarm condition Fan is not rotating Priority HIGH Raised by Controller"
"AL.42.1","Whenever the FAN alarm condition occurs, the controller shall drive input and output valves to their safe state, within no more than one respiratory cycle."
"AL.43","I:E ratio FUN.32 The I:E ratio is less than 0.01 for more than 4 consecutive cycles. Alarm condition I:E < 0.01 Priority HIGH Raised by Controller"
"AL.43.1","Whenever the I:E ratio alarm condition occurs, the con- troller shall drive input and output valves to their safe state, within no more than one respiratory cycle."
"AL.44","Input valve failure FUN.32 The controller shall raise an alarm if the input valve (IN valve) does not change value. Alarm condition Input valve does not change value when the phase swaps from inspira- tory to expiratory and vice versa Priority HIGH Raised by Controller 51 5 Alarms"
"AL.44.1","Whenever the input valve alarm condition occurs, the controller shall drive input and output valves to their safe state, within no more than one respiratory cycle."
"AL.45","Out valve failure FUN.51 The controller shall raise an alarm if out valve (OUT valve) does not change its state. Alarm condition Out valve does not change state when the phase swaps from expiratory to inspiratory and vice versa. Priority HIGH Raised by Controller"
"AL.45.1","Whenever the output valve alarm condition occurs, the controller shall drive input and output valves to their safe state, within no more than one respiratory cycle."
"AL.46","SD GUI failure The system shall raise an alarm in case the GUI is not able to update the log file. Alarm condition The GUI is not able to update the log file Priority MEDIUM Raised by GUI 5.2 Visual alarm signals The IEC 60601-1-8 indicates the following characteristics of visual alarms: Category Color Flashing fre- Duty cycle quency High Red 2,0Hz 50% Medium Yellow 0,6Hz 50% Low Yellow Constant 100% The alarm is visualized using an RGB LED mounted on the ventilator. 52 Bibliography [1] Andrea Bombarda, Silvia Bonfanti, Angelo Gargantini, and Elvinia Riccobene. Developing a prototype of a mechanical ventilator controller from requirements to code with ASMETA. Electronic Proceedings in Theoretical Computer Science, 349:13–29, November 2021. [2] Walter Bonivento, Angelo Gargantini, Reiner Krücken, and Alessandro Razeto. The me- chanical ventilator milano. Nuclear Physics News, 31(3):30–33, July 2021. [3] A. Abba et al. The novel mechanical ventilator milano for the COVID-19 pandemic. Physics of Fluids, 33(3):037122, mar 2021. [4] Maria Chiara Di Guardo, Elona Marku, Walter Marcello Bonivento, Manuel Castriotta, Fernando Ferroni, Cristiano Galbiati, Giuseppe Gorini, and Michela Loi. When nothing is certain, anything is possible: open innovation and lean approach at MVM. R&D Manage- ment, jan 2021. [5] Yuan Lei. Medical Ventilator System Basics: A clinical guide. Oxford University Press, July 2017. 53"
